5000 3
1.00000000000e-02	7.66326530612e-02	-3.44770408163e-02	
2.00000000000e-02	1.23507653061e-01	-5.32270408163e-02	
3.00000000000e-02	-5.14923469388e-02	-2.68852040816e-01	
4.00000000000e-02	1.04757653061e-01	-1.53227040816e-01	
5.00000000000e-02	2.36007653061e-01	3.62397959184e-01	
6.00000000000e-02	-1.48367346939e-01	4.62397959184e-01	
7.00000000000e-02	-2.48367346939e-01	2.99897959184e-01	
8.00000000000e-02	1.51632653061e-01	4.34272959184e-01	
9.00000000000e-02	2.32882653061e-01	4.06147959184e-01	
1.00000000000e-01	4.75765306125e-03	1.03022959184e-01	
1.10000000000e-01	-2.10867346939e-01	-2.50102040816e-01	
1.20000000000e-01	7.35076530612e-02	-8.44770408163e-02	
1.30000000000e-01	3.01632653061e-01	1.62397959184e-01	
1.40000000000e-01	1.95382653061e-01	-9.47704081634e-03	
1.50000000000e-01	1.23507653061e-01	-1.46977040816e-01	
1.60000000000e-01	2.76632653061e-01	8.42729591837e-02	
1.70000000000e-01	-1.54617346939e-01	7.80229591837e-02	
1.80000000000e-01	-3.82742346939e-01	-3.68852040816e-01	
1.90000000000e-01	-2.63992346939e-01	-2.53227040816e-01	
2.00000000000e-01	2.29757653061e-01	9.36479591837e-02	
2.10000000000e-01	1.92257653061e-01	2.06147959184e-01	
2.20000000000e-01	7.03826530612e-02	1.62397959184e-01	
2.30000000000e-01	2.35076530612e-02	3.21772959184e-01	
2.40000000000e-01	2.66326530612e-02	4.03022959184e-01	
2.50000000000e-01	-2.29617346939e-01	1.81147959184e-01	
2.60000000000e-01	-4.42117346939e-01	-5.32270408163e-02	
2.70000000000e-01	-2.57742346939e-01	1.34272959184e-01	
2.80000000000e-01	-2.64923469388e-02	3.81147959184e-01	
2.90000000000e-01	4.53826530612e-02	1.28022959184e-01	
3.00000000000e-01	2.70382653061e-01	-1.68852040816e-01	
3.10000000000e-01	1.82882653061e-01	-2.62602040816e-01	
3.20000000000e-01	-2.45242346939e-01	-1.87602040816e-01	
3.30000000000e-01	-3.10867346939e-01	1.03022959184e-01	
3.40000000000e-01	-5.77423469388e-02	3.96772959184e-01	
3.50000000000e-01	3.89132653061e-01	4.81147959184e-01	
3.60000000000e-01	3.07882653061e-01	1.49897959184e-01	
3.70000000000e-01	-5.14923469388e-02	-1.34477040816e-01	
3.80000000000e-01	8.28826530612e-02	-6.88520408163e-02	
3.90000000000e-01	2.39132653061e-01	-1.37602040816e-01	
4.00000000000e-01	1.23507653061e-01	-1.90727040816e-01	
4.10000000000e-01	-7.64923469388e-02	-1.90727040816e-01	
4.20000000000e-01	1.42257653061e-01	2.17729591837e-02	
4.30000000000e-01	1.36007653061e-01	-1.59477040816e-01	
4.40000000000e-01	-1.92117346939e-01	-3.90727040816e-01	
4.50000000000e-01	-4.95242346939e-01	-2.50102040816e-01	
4.60000000000e-01	-1.54617346939e-01	-1.57270408163e-02	
4.70000000000e-01	5.16326530612e-02	-1.78227040816e-01	
4.80000000000e-01	-1.63992346939e-01	-5.81352040816e-01	
4.90000000000e-01	-2.26492346939e-01	-2.62602040816e-01	
5.00000000000e-01	1.04757653061e-01	1.90522959184e-01	
5.10000000000e-01	-3.89923469388e-02	1.59272959184e-01	
5.20000000000e-01	-2.79617346939e-01	-5.94770408163e-02	
5.30000000000e-01	-2.10867346939e-01	1.12397959184e-01	
5.40000000000e-01	3.64132653061e-01	9.67729591837e-02	
5.50000000000e-01	1.36007653061e-01	7.17729591837e-02	
5.60000000000e-01	-1.10867346939e-01	2.68647959184e-01	
5.70000000000e-01	-2.96173469388e-02	5.59272959184e-01	
5.80000000000e-01	5.78826530612e-02	4.03022959184e-01	
5.90000000000e-01	-1.76492346939e-01	2.18647959184e-01	
6.00000000000e-01	-2.32742346939e-01	2.53022959184e-01	
6.10000000000e-01	2.35076530612e-02	3.62397959184e-01	
6.20000000000e-01	2.48507653061e-01	1.62397959184e-01	
6.30000000000e-01	-5.46173469388e-02	-1.15727040816e-01	
6.40000000000e-01	-2.26492346939e-01	-5.94770408163e-02	
6.50000000000e-01	-1.67117346939e-01	-6.26020408163e-02	
6.60000000000e-01	-1.29617346939e-01	-3.56352040816e-01	
6.70000000000e-01	-2.85867346939e-01	-5.28227040816e-01	
6.80000000000e-01	-1.49234693876e-03	-2.31352040816e-01	
6.90000000000e-01	3.45382653061e-01	1.24897959184e-01	
7.00000000000e-01	3.42257653061e-01	-2.51020408163e-02	
7.10000000000e-01	1.70382653061e-01	-1.57270408163e-02	
7.20000000000e-01	2.39132653061e-01	9.67729591837e-02	
7.30000000000e-01	8.28826530612e-02	-1.02040816344e-04	
7.40000000000e-01	-2.79617346939e-01	-4.69770408163e-02	
7.50000000000e-01	-4.51492346939e-01	3.12397959184e-01	
7.60000000000e-01	4.22576530612e-02	4.15522959184e-01	
7.70000000000e-01	2.73507653061e-01	2.93647959184e-01	
7.80000000000e-01	-2.96173469388e-02	1.96772959184e-01	
7.90000000000e-01	-2.48367346939e-01	2.43647959184e-01	
8.00000000000e-01	-2.33673469388e-02	-5.32270408163e-02	
8.10000000000e-01	1.10076530612e-02	-3.87602040816e-01	
8.20000000000e-01	-2.51492346939e-01	-5.53227040816e-01	
